Gen_ACCESSCMT	Gen_COMMENTS	s_Generation	s_GUID	s_Lineage	ACCESSION	PARA_SPEC	PARA_GENUS	HOST_SPEC	HOST_GENUS	CLASS	BODY_LOC	HOSTTAXON	ORIGFLDNO	MUSEUMNO	FIXATIVE	STAINS	MOUNTANT	LOCAL_GEO	LOCAL_POL	LOCAL_MAP	LATDEG	LATMIN	LATSEC	LATDIR	LONGDEG	LONGMIN	LONGSEC	LONGDIR	TYPE_STAT	STORAGE_NO	COLLECTOR	COLL_DATE	IDENTIFIER	IDENT_DATE	DONOR	BORROWER	LOAN_DATE	Create_D	STAGE	SEX	COMMENTS	ACCESSCMT
			{C1F3726D-0A8E-11D6-B4C4-00B0D02BC4B2}		91998	MAJOR	POLYMORPHUS (Profilicollis) cystacanth	ANALOGA	EMERITA	ACANTHOCEPHALA	HEMOCOEL		LRoyal-20/14,3a		Ethanol (70%)	Carmine	Permount (Rehab.)	NORTH AMERICA	USA,CA,BODEGA BAY,Salmon Creek					N				W	VOUCHER	M1800-4	ROYAL, L	Jul-99	ROYAL, L	27-Dec-01	211	0		1/16/02	Cystacanth		1 slide, cystacanth, #20/14, 3a.  Sent in by Judy Sakanari.  Pub Calif. Fish & Game: in press	
1	1	1	{AAD2D1AC-8A0C-11D2-A88F-0080296707ED}		62944	FORMOSUS	POLYMORPHUS (PROFILICOLLIS) cystacanths		MACROBRACHIUM	ACANTHOCEPHALA	HAEMOCOEL							ASIA	TAIWAN,TAIPEI PREF,ALI-LAO										VOUCHER	958-18	KUNTZ, R E	25-Jan-61	SCHMIDT, G D	1967		0			Cystacanths/acanthellas		1 slide, vouchers, acanthellas and cystacanths from normal intermediate hosts.  Host: crayfish	
1	1	1	{AAD2D1AD-8A0C-11D2-A88F-0080296707ED}		62945	FORMOSUS	POLYMORPHUS (PROFILICOLLIS) cystacanths	RUFFICOLLIS POGGEI	PODICEPS	ACANTHOCEPHALA	STOMACH							ASIA	TAIWAN,PING-TUNG PREF,CHAO-CHOW										VOUCHER	958-19	KUNTZ, R E	22-Apr-60	SCHMIDT, G D	1967		0			Cystacanths		1 slide, vouchers, cystacanths, non-normal host.	
1	1	1	{AAD28ACC-8A0C-11D2-A88F-0080296707ED}		43005	OBLONGUM	POLYSTOMA  =POLYSTOMOIDES	SUBRUBRUM	KINOSTERNON	MONOGENEA	URINARY BLADDER							NORTH AMERICA	USA,VA,Mt. Vernon Hwy,Dyke Ovverlook										VOUCHER	696A-3/4; 3702-A	MCINTOSH, Allen	25-Jun-36	MCINTOSH, Allen	29-Jun-36		0					2 slides, 1 vial, vouchers,  Slides mounted by W. Boeger Sept 3, 1988.  Locality: Potomac River.  See Price, 1939.	
1	1	1	{AAD2DE78-8A0C-11D2-A88F-0080296707ED}		67127	HALIASTURI	PORROCAECUM (P.)	INDUS	HALIASTUR	NEMATODA	SM INTESTINE		REKuntz-PAK41AN					ASIA	E. PAKISTAN										VOUCHER	SH79-22	KUNTZ, R E	1958	GUPTA, S P			0					1 vial, vouchers.   REKuntz-PAK41AN.  Pub. Can J Zool, 1959.	
1	1	1	{AAD23040-8A0C-11D2-A88F-0080296707ED}		9355	LONGICAECUM	PROCTOTREMA =LASITOTOCUS	INTERRUPTUS	ANISOTREMUS	DIGENEA	INTESTINE		HWManter-G215					PACIFIC OCEAN	GALAPAGOS,JAMES ISLAND										TYPE	163-11	MANTER, H W		MANTER, H W	1940		0					sp. n., 1 slide, Type.  HWMante-rG215B.   Yamaguti, 1953 synonomized species under Lasitotocus.	
8	8	8	{45F3F13B-AA31-11D2-A88F-0080296707ED}		41594.02		PROCYRNEA (CYRNEA)	AURATUS	COLAPTES	NEMATODA	PROVENTRICULUS		LLeibovitz-S-1560					NORTH AMERICA	USA,NY,LONG ISLAND										VOUCHER	5243-C	LEIBOVITZ, L	22-Sep-67	KINSELLA, J M	6-Jan-99		0		1/12/99			REDETERMINATION: 1 female, with posterior vulva - not P. colaptes or P. pileatum.	
1	1	1	{AAD3104A-8A0C-11D2-A88F-0080296707ED}		79736	PLATYCEPHALI	PROSORHYNCHUS (P.)	LOUTI	VARIOLA	DIGENEA	PYLORIC CAECA; INTESTINE							ASIA	JAPAN,OKINAWA Coastal waters	26 39.71' to 39.96'N, 127 52.09' to 52.50'E									VOUCHER	m1474-24	WILLIAMS, E H; WILLIAMS, L B	12-Jul-85	DYER, W G; WILLIAMS, EH; WILLIAMS, LB	28-May-87		0					1 slide, # 850712 NCVl. [Yamaguti considers P. platycephali a syn. of P. tsengi.]  NEW HOST RECORD.  Pub 1988, J Parasitol 74:638-645.	
1	1	1	{AAD3104B-8A0C-11D2-A88F-0080296707ED}		79737	PLATYCEPHALI	PROSORHYNCHUS (P.)	ALBIMARGINATA	VARIOLA	DIGENEA	INTESTINE							ASIA	JAPAN,OKINAWA Coastal waters	26 37.37'N; 127 52.77'E									VOUCHER	m1474-25	WILLIAMS, E H; WILLIAMS, L B	24-Jul-85	DYER, W G; WILLIAMS, EH; WILLIAMS, LB	28-May-87		0					1 slide #850724 SRVa. [Yamaguti considers P. platycephali a syn of P. tsengi.]  NEW HOST RECORD.  Pub 1988, J Parasitol 74:638-645.  26 36.37'n; 127 52.77'E	
1	1	1	{AAD3104C-8A0C-11D2-A88F-0080296707ED}		79738	UNIPORUS	PROSORHYNCHUS (SKRJABINIELLA)	CROCODILUS CROCODILUS	TYLOSURUS	DIGENEA	INTESTINE							ASIA	JAPAN,OKINAWA Coastal waters	26 37.95'N;127 52.00'E									VOUCHER	m1475-1	NAKAMURA, S;WILLIAMS, E H; WILLIAMS, L B	26-Jun-85	DYER, W G; WILLIAMS, EH; WILLIAMS, LB	28-May-87		0					1 slide #850626 SETc.  NEW HOST RECORD.  Pub 1988, J Parasitol 74:638-645.	
1	1	1	{AAD3165D-8A0C-11D2-A88F-0080296707ED}		6060	INFLEXUS	PROSTHECOSACTER =STENURUS		PORPOISE	NEMATODA								EUROPE	ENGLAND										VOUCHER	148-E	HASSALL, A	15 NOV 1882	COBBOLD, T S	26 JAN 1897		0					1 vial, vouchers.	
1	1	1	{AAD3165E-8A0C-11D2-A88F-0080296707ED}		6061	INFLEXUS	PROSTHECOSACTER =STENURUS		PORPOISE	NEMATODA								EUROPE	ENGLAND										VOUCHER	149-B	HASSALL, A	15 NOV 1882	COBBOLD, T S	26 JAN 1897		0					1 vial, vouchers.	
1	1	1	{AAD2F867-8A0C-11D2-A88F-0080296707ED}		73721	CORDIFORME	PROSTHODENDRIUM (P.)	SCHREIBERSII	MINIOPTERUS	DIGENEA	SM INTESTINE		REKuntz-PF7886T,7890T					ASIA	TAIWAN,TAI-CHUNG PREF,HSIN-SHEH										VOUCHER	M1149-14/15	KUNTZ, R E	2-Mar-60	FISCHTHAL, J H; KUNTZ, R E	8-Jan-75		0					2 slides, vouchers.  REKuntz-PF7886T, PF7890T  Pub 1975, Proc Helm Soc Wash 42:149-157.	
1	1	1	{AAD2F85C-8A0C-11D2-A88F-0080296707ED}		73710	CORDIFORME	PROSTHODENDRIUM (P.)	ARMIGER TERASENSIS	HIPPOSIDEROS	DIGENEA	SM INTESTINE		REKuntz-PF6390T					ASIA	TAIWAN,PING-TUNG PREF,PING-TUNG										VOUCHER	M1149-1	KUNTZ, R E	9-Jul-59	FISCHTHAL, J H; KUNTZ, R E	8-Jan-75		0					ADDITIONAL SPECIES: circled specimen.  REKuntz-PF6390T. Three species on same slide see 73709, 73711.  NEW HOST RECORD.  Pub 1975, Proc Helm Soc Wash 42:149-157.	
1	1	1	{AAD300AF-8A0C-11D2-A88F-0080296707ED}		75793	CORDIFORME	PROSTHODENDRIUM (P.)	ARMIGER TERASENSIS	HIPPOSIDEROS	DIGENEA	SM INTESTINE		REKuntz-PF5544T					ASIA	TAIWAN,TAIPEI PREF,YANG MING SHAN,YUNG FOH LEE										VOUCHER	M1298-21	KUNTZ, R E	7-Jan-59	FISCHTHAL, J H; KUNTZ, R E	27-Feb-80		0					1 slide, vouchers.  REKuntz-PF5544T. Pub 1981, Proc Helm Soc Wash 48:71-79.	
1	1	1	{AAD30775-8A0C-11D2-A88F-0080296707ED}		77492	LONGIFORME	PROSTHODENDRIUM (P.)	FERRUMEQUINUM NIPPON	RHINOLOPHUS	DIGENEA								ASIA	JAPAN,MIE,TOBE-CHO										VOUCHER	m1362-25	SAWADA, I	21-Nov-80	KIFUNE, T	6-Apr-83		0					1 slide, #3	
1	1	1	{AAD30776-8A0C-11D2-A88F-0080296707ED}		77493	LONGIFORME	PROSTHODENDRIUM (P.)	FERRUMEQUINUM NIPPON	RHINOLOPHUS	DIGENEA								ASIA	JAPAN,HIROSHIMA,IINSEKI-CHO										VOUCHER	m1363-1	SAWADA, I	6-Aug-70	KIFUNE, T	6-Apr-83		0					1 slide, #3	
1	1	1	{AAD3077A-8A0C-11D2-A88F-0080296707ED}		77497	MINOPTERI	PROSTHODENDRIUM (P.)	FERRUMEQUINUM NIPPON	RHINOLOPHUS	DIGENEA								ASIA	JAPAN,MIYAZAKI,GION-NO-ANA										VOUCHER	m1363-5	SAWADA, I	2-Nov-73	KIFUNE, T	6-Apr-83		0					1 slide, #32, Selected from same material as the type series but not desiganted as paratypes.	
1	1	1	{AAD300B0-8A0C-11D2-A88F-0080296707ED}		75794	PARVOUTERUS	PROSTHODENDRIUM (P.)	SCHREIBERSI	MINIOPTERUS	DIGENEA	SM INTESTINE		REKuntz-PF4502AT					ASIA	TAIWAN,NAN-TOU PREF, SUN MOON LAKE										VOUCHER	M1298-22	KUNTZ, R E	28-Jan-58	FISCHTHAL, J H; KUNTZ, R E	27-Feb-80		0					1 slide, vouchers.  REKuntz-PF4502AT, (numerous specimens).  3 slides added: 4501AT(C&D), 4501BT(slide box no??)  Pub 1981, Proc Helm Soc Wash 48:71-79.	
1	1	1	{AAD30777-8A0C-11D2-A88F-0080296707ED}		77494	PARVOUTERUS	PROSTHODENDRIUM (P.)	FERRUMEQUINUM NIPPON	RHINOLOPHUS	DIGENEA								ASIA	JAPAN,YAMAGUCHI,FUKUE-SON										VOUCHER	m1363-2	SAWADA, I	20-Nov-77	KIFUNE, T	6-Apr-83		0					1 slide, #3	
1	1	1	{AAD32647-8A0C-11D2-A88F-0080296707ED}		65463	PARVOUTERUS	PROSTHODENDRIUM (P.)	SCHREIBERSII	MINIOPTEROUS	DIGENEA	SM INTESTINE		REKuntz-PF4501AT					ASIA	TAIWAN,NANTOU PREF,SUN MOON LAKE										VOUCHERS	Sh85:20-94/95	KUNTZ, R E	28-Jan-58	FISCHTHAL, J H			0					2 slides, vouchers.  REKuntz-PF4501AT.	
1	1	1	{AAD32648-8A0C-11D2-A88F-0080296707ED}		65464.01	PARVOUTERUS	PROSTHODENDRIUM (P.)	SCHREIBERSII	MINIOPTEROUS	DIGENEA	SM INTESTINE		REKuntz-PF4501AT & BT					ASIA	TAIWAN,NANTOU PREF,SUN MOON LAKE										VOUCHERS	Sh85:20-96/97	KUNTZ, R E	28-Jan-58	FISCHTHAL, J H			0					2 slides, vouchers.  REKuntz-PF4501AT ( slide B); PF4501BT. Also present:  Anchitrema sanguineum and Plagiorchis (P) vespertilionis.	
1	1	1	{AAD30099-8A0C-11D2-A88F-0080296707ED}		75778	TAIWANENSE	PROSTHODENDRIUM (P.)	ABRAMUS	PIPISTRELLUS	DIGENEA	SM INTESTINE		REKuntz-PF4229					ASIA	TAIWAN,TAIPEI PREF,TAIPEI										HOLOTYPE/PARATYPES	MT22:4 C	KUNTZ, R E	20-Aug-57	FISCHTHAL, J H; KUNTZ, R E	12-Mar-80		0					sp. n., 1 slide, Holotype (checkmark), Paratypes (circled).  REKuntz-PF4229.   Also present: Pycnoporus taiwanensis, Holotype (lower circle by X), Paratypes (by X in circle and square.) 75778.   Pub 1981, Proc Helm Soc Wash 48:71-79.	
1	1	1	{AAD2FFEB-8A0C-11D2-A88F-0080296707ED}		75616.01	TAIWANENSE	PROSTHODENDRIUM (P.)	SINENSIS	OCADIA	DIGENEA	SM INTESTINE		REKuntz-PF5547T					ASIA	TAIWAN,TAIPEI PREF,YANG MING SHAN,YUNG FOH LEE										HOLOTYPE	MT21:25 Q	KUNTZ, R E	8-Jan-59	FISCHTHAL, J H	2-Jan-80		0					sp. n., 1 slide, Holotype (heavy circle), Paratypes (light circles). REKuntz-PF5547T.  Also present Dolichosaccus schmmidti (at arrow).	
1	1	1	{AAD300AC-8A0C-11D2-A88F-0080296707ED}		75791.02	URNA	PROSTHODENDRIUM (P.)	ABRAMUS	PIPISTRELLUS	DIGENEA	SM INTESTINE		REKuntz-PF5077T					ASIA	TAIWAN,TAIPEI PREF,YANG MING SHAN,YUNG FOH LEE										VOUCHER	M1298-19	KUNTZ, R E	21-Jul-58	FISCHTHAL, J H; KUNTZ, R E	27-Feb-80		0					ADDITIONAL SPECIES:  free.  REKuntz-PF5077T.    Also present: Lecithodendrium macrostomum (circled).  Pub 1981, Proc Helm Soc Wash 48:71-79.	
1	1	1	{AAD300AE-8A0C-11D2-A88F-0080296707ED}		75792.02	URNA	PROSTHODENDRIUM (P.)	ABRAMUS	PIPISTRELLUS	DIGENEA	SM INTESTINE		REKuntz-PF5012T					ASIA	TAIWAN,TAIPEI PREF,TAIPEI										VOUCHER	M1298-20	KUNTZ, R E	27-Jun-58	FISCHTHAL, J H; KUNTZ, R E	27-Feb-80		0					ADDITIONAL SPECIES:  free.  REKuntz-PF5012T.  Also present: Lecithodendrium moedlingeri, specimens below arch.  Pub 1981, Proc Helm Soc Wash 48:71-79.	
1	1	1	{AAD3009C-8A0C-11D2-A88F-0080296707ED}		75780.02	URNA	PROSTHODENDRIUM (P.)	FRITHII FORMOSANUS	COELOPS	DIGENEA	SM INTESTINE		REKuntz-PF4468BT					ASIA	TAIWAN,TAIPEI PREF,YANG MING SHAN,YUNG FOH LEE										VOUCHER	MT22:3 S	KUNTZ, R E	7-Jan-58	FISCHTHAL, J H; KUNTZ, R E	26-Feb-80		0					ADDITIONAL SPECIES: circled.  REKuntz-PF4468BT.  Also present: Pseudo-cryptotropa taiwnense  Holotype (square), paratypes (free).  Pub 1981, Proc Helm Soc Wash 48:71-79.	
1	1	1	{AAD3009E-8A0C-11D2-A88F-0080296707ED}		75781.02	URNA	PROSTHODENDRIUM (P.)	FRITHII FORMOSANUS	COELOPS	DIGENEA	SM INTESTINE		REKuntz- PF4468BT(B&C					ASIA	TAIWAN,TAIPEI PREF,YANG MING SHAN,YUNG FOH LEE										VOUCHER	MT22:3 T; MT22:4 A	KUNTZ, R E	7-Jan-58	FISCHTHAL, J H; KUNTZ, R E	26-Feb-80		0					ADDITONNAL SPECIES:  circled specimens.  REKuntz-PF4468BT(B&C).   Also present: Pseudocryptotropa taiwanense, Paratypes (free); Plagiorchis (P.) vespetilionis are elongate free specimens.   Pub 1981, Proc Helm Soc Wash 48:71-79.	
1	1	1	{AAD300A4-8A0C-11D2-A88F-0080296707ED}		75784.02	URNA	PROSTHODENDRIUM (P.)	ABRAMUS	PIPSTRELLUS	DIGENEA	SM INTESTINE		REKuntz-PF4156T					ASIA	TAIWAN,TAIPEI PREF,TAIPEI										VOUCHER	M1298-12	KUNTZ, R E	5-Mar-57	FISCHTHAL, J H; KUNTZ, R E	27-Feb-80		0					ADDITONAL SPECIES: PF4156T, free specimens.  REKuntz-PF4156T.  Also present: Plagiorchis (P.) vespertilionis immature worm in circle.  Pub 1981, Proc Helm Soc Wash 48L71-79.	
1	1	1	{AAD300BA-8A0C-11D2-A88F-0080296707ED}		75803.02	URNA	PROSTHODENDRIUM (P.)	FRITHII FORMOSANUS	COELOPS	DIGENEA	SM INTESTINE		REKuntz-PF4319AT					ASIA	TAIWAN,TAIPEI PREF,KEELUNG										VOUCHER	M1299-8	KUNTZ, R E	16-Oct-57	FISCHTHAL, J H; KUNTZ, R E	27-Feb-80		0					ADDITIONAL SPECIES: left coverglass.  REKuntz-PF4319AT.  Also present: Anchitrema sanguineum at right coverglass.  Pub 1981, Proc. Helm. Soc. Wash. 48:71-79.	
1	1	1	{AAD30774-8A0C-11D2-A88F-0080296707ED}		77491	URNA	PROSTHODENDRIUM (P.)	IMAIZUMII	RHINOLOPHUS	DIGENEA								ASIA	JAPAN,EROMETELS, OHTOMI-DO										VOUCHER	m1362-24	SAWADA, I	17-Mar-82	KIFUNE, T	6-Apr-83		0					1 slide, # 3. Species of host tentative ID	
1	1	1	{AAD287DA-8A0C-11D2-A88F-0080296707ED}		42301	URNA	PROSTHODENDRIUM (P.)	ABRAMUS	PIPISTRELLUS	DIGENEA			REKuntz-PF5094T-B				Permount (Rehab.)	ASIA	TAIWAN,TAIPEI CITY										VOUCHER	SH226:11-66	KUNTZ, R E	17-Jul-58	FISCHTHAL, J H			0					1 slide, voucher.  REKuntz-PF5094T B.	
1	1	1	{AAD30779-8A0C-11D2-A88F-0080296707ED}		77496	YAMIZENSE	PROSTHODENDRIUM (P)	FERRUMEQUINUM NIPPON	RHINOLOPHUS	DIGENEA								ASIA	JAPAN,MIZAZAKI,DOJITAKI-NO-ANA										VOUCHER	m1363-4	SAWADA, I	25-Nov-72	KIFUNE, T	6-Apr-83		0					1 slide, #7-9	
1	1	1	{AAD3077B-8A0C-11D2-A88F-0080296707ED}		77498	CIRCULARE	PROSTHODENDRIUM (PARALECITHODENDRIUM)	FERRUMEQUINUM NIPPON	RHINOLOPHUS	DIGENEA								ASIA	JAPAN,GIFU,NYUKAWA-MURA										VOUCHER	m1363-6	SAWADA, I	21-Nov-80	KIFUNE, T	1080		0					1 slide, #4, Selected from same material as the type series but not desiganted as paratypes.	
1	1	1	{AAD2F85D-8A0C-11D2-A88F-0080296707ED}		73711	GLANDULOSUM	PROSTHODENDRIUM (PARALECITHODENDRIUM)	ARMIGER TERASENSIS	HIPPOSIDEROS	DIGENEA	SM INTESTINE		REKuntz-PF6390T					ASIA	TAIWAN,PING-TUNG PREF,PING-TUNG										VOUCHER	M1149-1	KUNTZ, R E	9-Jul-59	FISCHTHAL, J H; KUNTZ, R E	8-Jan-75		0					ADDITIONAL SPECIES: free specimens.  REKuntz-PF6390T.  Three species on same slide see 73709, 73710.  NEW HOST RECORD.   Pub 1975, Proc Helm Soc Wash 42:149-157.	
1	1	1	{AAD27C3F-8A0C-11D2-A88F-0080296707ED}		39254	GLANDULOSUM	PROSTHODENDRIUM (PARALECITHODENDRIUM)	PERFORATUS	TAPHOROUS	DIGENEA	SM INTESTINE		REKuntz-PE2508A					AFRICA	EGYPT,GIZA PYRAMID										VOUCHER	699-1/8	HEYNEMAN, D; KUNTZ, R E	15-May-51	MACY, R W	20-Apr-60		0					8 slides, vouchers.  REKuntz-PE2508A.	
1	1	1	{AAD27C40-8A0C-11D2-A88F-0080296707ED}		39255	GLANDULOSUM	PROSTHODENDRIUM (PARALECITHODENDRIUM)	CYSTOPS	RHINOLOPHUS	DIGENEA	SM INTESTINE		REKuntz-PE2605					AFRICA	EGYPT,WADI DIGLA										VOUCHER	698-22/23	HEYNEMAN, D; KUNTZ, R E	20-Oct-51	MACY, R W	20-Apr-60		0					2 slides, vouchers.  REKuntz-PE2605.	
1	1	1	{AAD27C41-8A0C-11D2-A88F-0080296707ED}		39256	GLANDULOSUM	PROSTHODENDRIUM (PARALECITHODENDRIUM)	MICROPHYLLUS	RHINOPOMA	DIGENEA	SM INTESTINE		REKuntz-PE803					AFRICA	EGYPT,GIZA PYRAMID										VOUCHER	698-24	HEYNEMAN, D; KUNTZ, R E	7-Jun-50	MACY, R W	20-Apr-60		0					1 slide, voucher.  REKuntz-PE803.	
1	1	1	{AAD27C42-8A0C-11D2-A88F-0080296707ED}		39257	GLANDULOSUM	PROSTHODENDRIUM (PARALECITHODENDRIUM)	CYSTOPS	RHINOPOMA	DIGENEA	SM INTESTINE		REKuntz-PE990, 995					AFRICA	EGYPT,										VOUCHER	698-25	HEYNEMAN, D; KUNTZ, R E		MACY, R W	20-Apr-60		0					1 slide, vouchers.  REKuntz-PE990, 995.	
1	1	1	{AAD27C44-8A0C-11D2-A88F-0080296707ED}		39259	GLANDULOSUM	PROSTHODENDRIUM (PARALECITHODENDRIUM)	PERFORATUS	TAPHOZOUS	DIGENEA	SM INTESTINE		REKuntz-PE7004					AFRICA	EGYPT,CAVES OF ABU RAWASH										VOUCHER	699-12	HEYNEMAN, D; KUNTZ, R E	22-Jan-50	MACY, R W	20-Apr-60		0					1 slide, vouchers.  REKuntz-PE7004.	
1	1	1	{AAD2D193-8A0C-11D2-A88F-0080296707ED}		62919	GLANDULOSUM	PROSTHODENDRIUM (PARALECITHODENDRIUM)	GRACILIS	CHAMAELEO	DIGENEA	SM INTESITNE							AFRICA	GHANA,ACHIMOTA										VOUCHER	957-2/4	THOMAS, J D	12-Nov-54	FISCHTHAL, J H; THOMAS, J D	1967		0					3 slides, 4 specimens.  Collected 12 Nov 1954, 09 Mar 1956 and 15 Mar 1956. NEW HOST AND LOCALITY RECORDS.   Pub Fischthal & Thomas, 1968 Proc Helminthol Soc Wash 31(1): 1-15.	
1	1	1	{AAD22EA7-8A0C-11D2-A88F-0080296707ED}		8950	LUCIFUGI	PROSTHODENDRIUM (PARALECITHODENDRIUM)	LUCIFUGUS	MYOTIS	DIGENEA	INTESTINE							NORTH AMERICA	USA,MN,MINNEAPOLIS										TYPE	M357-4	MACY, R W	23-Sep-32	MACY, R W	1936		0					sp. n., 1 slide, Type.	
1	1	1	{AAD22EAC-8A0C-11D2-A88F-0080296707ED}		8955.01	NOKOMIS	PROSTHODENDRIUM (PARALECITHODENDRIUM)	FUSCUS	EPTESICUS	DIGENEA	INTESTINE							NORTH AMERICA	USA,MN,ST. PAUL										TYPE	M357-9	MACY, R W	Feb-35	MACY, R W	1936		0					sp. n., 1 slide, Type.  Pub. 1936,  Trans Am Micros Soc 55:352-359.  Also see Lotz & Font, 1983, Proc Helm Soc Wash 50:83-102.	
1	1	1	{AAD22EAD-8A0C-11D2-A88F-0080296707ED}		8956.01	NOKOMIS	PROSTHODENDRIUM (PARALECITHODENDRIUM)	FUSCUS	EPTESICUS	DIGENEA	INTESTINE							NORTH AMERICA	USA,MN,ST. PAUL										PARATYPE	M357-10	MACY, R W	Feb-35	MACY, R W	1936		0					sp. n., 1 slide, Paratype.  Pub. 1936,  Trans Am Micros Soc 55:352-359.  Also see Lotz & Font, 1983, Proc Helm Soc Wash 50:83-102.	
1	1	1	{AAD28C92-8A0C-11D2-A88F-0080296707ED}		43446	GRANDIS	PROTEOCEPHALUS  =OPHIOTAENIA		MOCCASIN, WATER	CESTODA	INTESTINE		LFConti-6303					NORTH AMERICA	USA,CA,SAN DIEGO,BALBOA PARK										VOUCHER	387-19/20; 3908-F	CONTI, L F		MCINTOSH, Allen	31-Mar-39		0					2 slides, 1 vial, vouchers.  LFConti-6303..  Host: jungle fowl.  See Brooks, 1978, Proc Helm Soc Wash 45:1-28.	
1	1	1	{AAD288DD-8A0C-11D2-A88F-0080296707ED}		42540	MARENZELLERI	PROTEOCEPHALUS  =OPHIOTAENIA	PISCIVOROUS	AGKISTRODON	CESTODA	ESOPHAGUS; INTESTINE		CRSchroeder-2156-30					NORTH AMERICA	USA,CA,SAN DIEGO ZOO										VOUCHER	386-25	SCHROEDER, C R	11-Sep-30	MCINTOSH, Allen	16-Apr-36		0					1 slide, voucher.   CRSchroeder-2156-30.  See Brooks, 1978, Proc Helm Soc Wash 45:1-28.	
1	1	1	{AAD28F1F-8A0C-11D2-A88F-0080296707ED}		44128	MARENZELLERI	PROTEOCEPHALUS  =OPHIOTAENIA		MOCCASIN, WATER	CESTODA	INTESTINE		LFConti-6569					NORTH AMERICA	USA,CA,SAN DIEGO,BALBOA PARK										VOUCHER	388-4/8	CONTI, L F		MCINTOSH, Allen	18-Nov-39		0					5 slides ,vouchers.   LFConti-6569.   See Brooks, 1978, Proc Helm Soc Wash 45:1-28.	
1	1	1	{AAD22D39-8A0C-11D2-A88F-0080296707ED}		8584	AGKISTRODONTIS	PROTEOCEPHALUS (OPHIOTAENIA)		AGKISTRODON	CESTODA	INTESTINE							NORTH AMERICA	USA,TX,HOUSTON										TYPE	M347-19/25	HARWOOD, P D	4-May-32	HARWOOD, P D	1932		0					sp. n., 7 slides, Type (one specime on 7 slides).  Pub. 1932, Proc U.S. Natl. Mus 81:1-71.  Also see Brooks, 1978, Proc Helm Soc Wash 45:1-28.	
1	1	1	{AAD29C86-8A0C-11D2-A88F-0080296707ED}		47596	PRIMAVERUS	PROTEOCEPHALUS (P.)	CLARKII	SALMO =ONCORHYNCHUS	CESTODA		Pisces: Salmoniformes: Salmonidae						NORTH AMERICA	USA,WA,STEVENSON										TYPE	T184-3/4	NEILAND, K A		NEILAND, K A	21-Jan-52		0					sp. n., 2 slides, Type.	
1	1	1	{AAD31D92-8A0C-11D2-A88F-0080296707ED}		82142	RIVERSIANAE	PSEUDOALAEURIS  =ALAEURIS	RIVERSIANA RETICULATA	KLAUBERINA	NEMATODA			SRTelford-SC-18					NORTH AMERICA	USA,CA,LOS ANGELES CO,SAN CLEMENTE ISLAND										HOLOTYPE	MT104-C	TELFORD JR, S R	24-Jul-62	TELFORD JR, S R	25-Nov-91		0			Adult male		sp. n., 1 vial, Holotype male.  SRTelford-SC-18.  Pub Telford, S R, 1965 Jap J Exper Med 35:99-109.  18 Paratypes, (9 males/9 females) Telford Coll-not deposited.	
1	1	1	{AAD31D98-8A0C-11D2-A88F-0080296707ED}		82148	PRIAPUS	PSEUDOALAEURIS =ALAEURIS	OBESUS OBESUS	SAUROMALUS	NEMATODA			SRTelford-C-991					NORTH AMERICA	USA,CA,RIVERSIDE CO,PALM SPRINGS										HOLOTYPE	MT104-i	TELFORD JR, S R	Oct-63	TELFORD JR, S R	25-Nov-91		0			Adult male		sp. n., 1 vial, Holotype male.  SRTelford-C-991. Pub. Telford, S R, 1965, Jap J Exper Med 35:99-109.   18 Paratypes (9 males/9 females) in Telford Collection - not deposited = Alaeuris.	
1	1	1	{AAD31D99-8A0C-11D2-A88F-0080296707ED}		82149	PRIAPUS	PSEUDOALAEURIS =ALAEURIS	OBESUS OBESUS	SAUROMALUS	NEMATODA			SRTelford-C-590					NORTH AMERICA	USA,CA,RIVERSIDE CO,										ALLOTYPE	MT104-J	TELFORD JR, S R	29-Mar-63	TELFORD JR, S R	25-Nov-91		0			Adult female		sp. n., 1 vial, Allotype female.  SRTelford-C-590.  Locality:2.5 mi SSW Palm Desert, 800' elevation   Pub:Telford, S R, 1965 Jap J Exper Med 35:99-109.  18 Paratypes (9 males/9 females) in Telford Collection - not deposited = Alaeuris.	
1	1	1	{AAD31D93-8A0C-11D2-A88F-0080296707ED}		82143	RIVERSIANAE	PSEUDOALAEURIS =ALAEURIS	RIVERSIANA RETICULATA	KLAUBERINA	NEMATODA			SRTelford-SC-18					NORTH AMERICA	USA,CA,LOS ANGELES CO,SAN CLEMENTE ISLAND										ALLOTYPE	MT104-D	TELFORD JR, S R	24-Jul-62	TELFORD JR, S R	25-Nov-91		0			Adult female		sp. n., 1 vial, Allotype female,  SRTelford-SC-18. Pub Telford, S R, 1965, Jap J Exper Med 35:99-109.  18 Paratypes, (9 males/9 females) Telford Coll-not deposited.	
1	1	1	{AAD31D94-8A0C-11D2-A88F-0080296707ED}		82144	SAUROMALI	PSEUDOALAEURIS =ALAEURIS	OBESUS OBESUS	SAUROMALUS	NEMATODA			SRTelford-C-129					NORTH AMERICA	USA,CA,RIVERSIDE CO,										HOLOTYPE	MT104-E	TELFORD JR, S R	20-May-62	TELFORD JR, S R	25-Nov-91		0			Adult male		sp. n., 1 vial, Holotype male.  SRTelford-C-129.  Locality:6 mi SSW Palm Desert, San Jacinto Mts, 3000' elevation.   Pub Telford, S R,1965 Jap J Exper Med 35:99-109.  18 Paratypes, (9 males/9 females) in Telford Coll-not deposited.	
